year,filmName,realName,realGender,filmBudget,firstFilm
2008,ICH BIN EINE TERRORISTIN,GAUDISSART Valerie,F,0.61,true
2008,GENERATION ELECTRO,CHEVALIER Christophe,M,0.59,true
2008,CARGO,TUTOROV Biljana,F,0.54,true
2008,KURDISH LOVER,HAHN Clarisse,F,0.52,true
2008,CHEMIN NOIR (LE),BADIS Abdallah,M,0.51,true
2008,VIE AU RANCH (LA),LETOURNEUR Sophie,F,0.45,true
2008,PARIS NORD SUD,LLOPIS Franck,M,0.42,true
2008,C'EST DUR D'ETRE AIME PAR DES CONS,LECONTE Daniel,M,0.39,true
2008,HABANA MUDA,BRACH Eric,M,0.38,true
2008,DIX MILLIONS DE CENTIMES,DERRAIS Bachir,M,0.35,true
2008,57000 KM ENTRE NOUS,KREUTER Delphine,F,0.33,true
2008,ENFANTS DE DON QUICHOTTE (ACTE 1) (LES),LEGRAND Jean-Baptiste / DENECE Ronan / LEGRAND Augustin,M,0.29,true
2008,HOMMES (LES),MICHEL Ariane,F,0.09,true
2009,IMOGENE MCCARTHERY,CHARLOT Alexandre / MAGNIER Franck,M,16.61,true
2009,"TITEUF, LE FILM",CHAPUIS Philippe,M,15.00,true
2009,AO LE DERNIER NEANDERTAL,MALATERRE Jacques,M,13.40,true
2009,MAC (LE),BOURDIAUX Pascal,M,12.35,true
2009,ARNACOEUR (L'),CHAUMEIL Pascal,M,8.71,true
2009,SIFFLEUR (LE),LEFEBVRE Philippe,M,8.50,true
2009,UNE EXECUTION ORDINAIRE,DUGAIN Marc,M,8.48,true
2009,FILS A JO (LE),GUILLARD Philippe,M,8.27,true
2009,BUS PALLADIUM,THOMPSON Christopher,M,7.94,true
2009,SANS LAISSER DE TRACES,VIGNERON Grégoire,M,7.58,true
2009,ENSEMBLE C'EST TROP,FAZER Lea,F,6.78,true
2009,TOUT CE QUI BRILLE,NAKACHE Géraldine / MIMRAN Hervé,F/M,6.60,true
2009,LOI DE MURPHY (LA),CAMPOS Christophe,M,5.97,true
2009,TOTALLY SPIES ! LE FILM,JARDIN Pascal,M,5.56,true
2009,TETE DE TURC,ELBE Pascal,M,5.53,true
2009,MEILLEURS AMIS DU MONDE (LES),RAMBALDI Julien,M,5.18,true
2009,SEA REX,VUONG Pascal / CHAPALAIN Ronan,M,5.11,true
2009,NOUS RESTERONS SUR TERRE,BOURGEOIS Olivier / BAROUGIER Pierre,M,4.72,true
2009,HUMAN ZOO,RASMUSSEN Rie,F,4.03,true
2009,"DERNIER ETAGE, GAUCHE, GAUCHE",CIANCI Angelo,M,3.50,true
2009,PETITS RUISSEAUX (LES),RABATE Pascal,M,3.32,true
2009,GRANDE VIE (LA),SALINGER Emmanuel,M,3.15,true
2009,NOTRE JOUR VIENDRA,GAVRAS Romain,M,3.00,true
2009,NUITS ROUGES DU BOURREAU DE JADE (LES),CARBON Julien / COURTIAUD Laurent,M,3.00,true
2009,MEUTE (LA),RICHARD Franck,M,2.87,true
2009,RENDEZ-VOUS AVEC UN ANGE,DE DARUVAR Sophie / THOMAS Yves,F/M,2.82,true
2009,DJINNS,MARTIN Hugues,M,2.75,true
2009,TRAQUE (LA),BLOSSIER Antoine,M,2.62,true
2009,SIMON WERNER A DISPARU…,GOBERT Fabrice,M,2.48,true
2009,RIEN DE PERSONNEL,GOKALP Mathias,M,2.46,true
2009,VERTIGE,FERRY Abel,M,2.37,true
2009,JIMMY RIVIERE,LUSSI-MODESTE Teddy,M,2.37,true
2009,VIVA RIVA !,TUNDA WA MUNGA Djo,M,2.30,true
2009,DANS TES BRAS,GILLET Hubert,M,2.23,true
2009,"YVES SAINT LAURENT - PIERRE BERGE, L'AMOUR FOU",THORETTON Pierre,M,2.21,true
2009,CAPTIFS,GOZLAN Yann,M,2.16,true
2009,UN POISON VIOLENT,QUILLEVERE Katell,F,2.15,true
2009,MA COMPAGNE DE NUIT,BROCARD Isabelle,F,2.13,true
2009,CA COMMENCE PAR LA FIN,COHEN Michaël,M,2.10,true
2009,…OÙ ALLONS NOUS ?,BAZZ Nicolas,M,2.00,true
2009,LADY BLOOD,VINCENT Jean-Marc,M,1.99,true
2009,LISIERE (LA),BAJARD Géraldine,F,1.98,true
2009,BELLE EPINE,ZLOTOWSKI Rebecca,F,1.86,true
2009,TOUTES LES FILLES PLEURENT,GODRECHE Judith,F,1.84,true
2009,FAMILLE WOLBERG (LA),ROPERT Axelle,F,1.80,true
2009,VILLAGE DES OMBRES (LE),BENHAMMOU Fouad,M,1.75,true
2009,UN SOIR AU CLUB,ACHACHE Jean,M,1.70,true
2009,SWEET VALENTINE,LUCHINI Emma,F,1.69,true
2009,DRIFT AWAY,SICARD Daniel,M,1.68,true
2009,MAINS LIBRES (LES),SY Brigitte,F,1.64,true
2009,PAULINE ET FRANCOIS,FELY Renaud,M,1.60,true
2009,FIN DU SILENCE (LA),EDZARD Christine,F,1.51,true
2009,ROBERT MITCHUM EST MORT,BABINET Olivier / KIEHN Frédéric,M,1.44,true
2009,NOTRE ETRANGERE,BOUYAIN Sarah,F,1.40,true
2009,MALETTE ROUGE (LA),MAZAURIC Bernard,M,1.31,true
2009,ANGELE ET TONY,DELAPORTE Alix,F,1.30,true
2009,OPERATION 118 318 SEVICES CLIENTS,BAILLARGEON Julien,M,1.27,true
2009,BEAU RIVAGE,DONADA Julien,M,1.24,true
2009,MEMORY LANE,HERS Mikhaël,M,1.18,true
2009,TETE AILLEURS (LA),PELLE Frédéric,M,1.05,true
2009,HENRY,Kafka / REMY Pascal,M,1.01,true
2009,CHANTEUR (LE),HAWAL Kassem,M,1.01,true
2009,PLUIE DU DIABLE,COSSON Philippe,M,0.91,true
2009,NOS RESISTANCES,COGITORE Romain,M,0.85,true
2009,SUERTE,SECHAUD Jacques,M,0.84,true
2009,TOSCAN,PARTIOT-PIERI Isabelle,F,0.83,true
2009,NOUVEAUX CHIENS DE GARDE (LES),BALBASTRE Gilles,M,0.80,true
2009,SOMBRAS (LES OMBRES),CANALS Oriol,M,0.78,true
2009,"FETE DES VOISINS, IMMEUBLES EN FETE (LA)",HADDAD David,M,0.63,true
2009,REINE DES POMMES (LA),DONZELLI Valérie,F,0.47,true
2009,TEMOIN INDESIRABLE,LOZANO Juan Jose,M,0.38,true
2009,PELLEAS ET MELISANDE LE CHANT DES AVEUGLES,BEZIAT Philippe,M,0.36,true
2009,A CIEL OUVERT,COMPAN Inès,F,0.33,true
2009,UNE AFFAIRE DE NEGRES,LEWAT Osvalde,F,0.27,true
2009,DERNIERE SAISON (COMBALIMON),MATHIE Raphael,M,0.25,true
2009,LEGER TREMBLEMENT DU PAYSAGE,FERNANDEZ Philippe,M,0.20,true
2009,ABSENCE (L'),DE GASPERIS Cyril,M,0.20,true
2010,MECANIQUE DU CŒUR (LA),MALZIEU Mathias / BERLA Stephane,M,19.56,true
2010,FILLE DU PUISATIER (LA),AUTEUIL Daniel,M,12.50,true
2010,PHILIBERT,FUSEE Sylvain,M,12.05,true
2010,"HALAL, POLICE D'ETAT",DHIBOU Rachid,M,11.07,true
2010,FORCES SPÉCIALES,RYBOJAD Stephane,M,9.93,true
2010,MONSIEUR PAPA,MERAD Kad,M,9.74,true
2010,CASE DEPART,EBOUE Fabrice / STEKETEE Lionel / NGIJOL Thomas,M,9.22,true
2010,REQUIEM POUR UNE TUEUSE,LE GRIS Jerome,M,8.46,true
2010,IL RESTE DU JAMBON ?,DEPETRINI Anne,F,6.90,true
2010,JOUR DES CORNEILLES (LE),DESSAINT Jean-Christophe,M,6.60,true
2010,LIBRE ECHANGE,GISQUIERE Serge / OFFENSTEIN Christophe,M,6.20,true
2010,MA PREMIERE FOIS,MENTION SCHAAR Marie-Castille,F,6.19,true
2010,UN BAISER PAPILLON,SILLA Karine,F,6.10,true
2010,MON PERE EST FEMME DE MENAGE,AZZEDDINE Saphia,F,5.91,true
2010,PLANQUE (LA),ISKER Akim,M,5.60,true
2010,APPRENTI PÈRE NOEL (L'),VINCIGUERRA Luc,M,5.35,true
2010,NICOSTRATOS LE PELICAN,HORLAIT Olivier,M,5.00,true
2010,LEGITIME DEFENSE,LACAN Pierre,M,4.90,true
2010,ITINERAIRE BIS,PERREARD Jean-Luc,M,4.00,true
2010,ADOPTES (LES),LAURENT Mélanie,F,3.99,true
2010,LET MY PEOPLE GO !,BUCH Mikael,M,3.99,true
2010,COULEUR DE PEAU : MIEL,BOILEAU Laurent / HENIN Jung,M,3.97,true
2010,UNE PURE AFFAIRE,COFFRE Alexandre,M,3.72,true
2010,PARLEZ-MOI DE VOUS,PINAUD Pierre,M,3.67,true
2010,QUI A ENVIE D'ETRE AIME ?,GIAFFERI Anne,F,3.50,true
2010,DE L'HUILE SUR LE FEU,BENAMOU Nicolas,M,3.32,true
2010,DERRIERE LES MURS,SID Pascal / LACOMBE Julien,M,3.21,true
2010,17 FILLES,COULIN Delphine / COULIN Muriel,F,3.00,true
2010,MY LITTLE PRINCESS,IONESCO Eva,F,2.91,true
2010,OMBLINE,CAZES Stephane,M,2.89,true
2010,BRINDILLE (LA),MILLET Emmanuelle,F,2.80,true
2010,AMERICANO,DEMY Mathieu,M,2.61,true
2010,SECRET DES ENFANTS FOURMIS (LE),FRANCOIS Christine,F,2.56,true
2010,MEMORIES CORNER,FOUCHE Audrey,F,2.36,true
2010,LOUISE WIMMER,MENNEGUN Cyril,M,2.14,true
2010,MIKE,BLUMERS Lars,M,2.10,true
2010,GUERRE EST DECLAREE (LA),DONZELLI Valérie,F,1.82,true
2010,PARADIS PERDU,DEBOISE Eve,F,1.75,true
2010,UN NUAGE DANS UN VERRE D'EAU,SAMARASINGHE Srinath,M,1.57,true
2010,ŒIL DE L'ASTRONOME (L'),NEUMANN Stan,M,1.50,true
2010,MICHEL PETRUCCIANI - CORPS ET AME,RADFORD Michael,M,1.45,true
2010,ART DE SEDUIRE (L'),MAZARGUIL Guy,M,1.32,true
2010,DIABLE DANS LA PEAU (LE),MARTINERIE Gilles,M,1.26,true
2010,LEA,ROLLAND Bruno,M,1.07,true
2010,AMOURS SECRETES (LES),PHELIZON Franck,M,0.94,true
2010,APRES LE SUD,JAUFFRET Jean-Jacques,M,0.92,true
2010,WOMEN ARE HEROES,RODACH Jeremie,M,0.87,true
2010,VOIE RAPIDE,RODRIGUEZ Christophe,M,0.85,true
2010,FILS DU VENT (LES),LE JEAN Bruno,M,0.81,true
2010,EN VILLE,MREJEN Valérie,F,0.77,true
2010,8TH WONDERLAND,MACH Jean / ALBERNY Nicolas,M,0.74,true
2010,DEUX DE LA VAGUE,LAURENT Emmanuel,M,0.60,true
2010,BELLEVILLE TOKYO,GIRARD Elise,F,0.52,true
2010,JOUR DE LA GRENOUILLE (LE),POLLET Beatrice,F,0.51,true
2010,ARTICLE 23,DELEPINE Jean-Pierre,M,0.50,true
2010,MAIS Y VA OU LE MONDE ?,PAPAGALLI Serge,M,0.47,true
2010,YEUX OUVERTS (LES),CHAUDIER Frédéric,M,0.46,true
2010,"VIERGE, LES COPTES ET MOI (LA)",MESSEEH Namir Abdel,M,0.36,true
2010,COMMISSARIAT,KIPPLER Ilan / VERNIER Virgil,M,0.27,true
2010,PICNIC,SITARU Adrian,M,0.24,true
2010,CROSSDRESSER,POUPAUD Chantal,F,0.16,true
2010,TEHERAN,HOMAYOUN Nader Takmil,M,0.15,true
2010,BERNARD NI DIEU NI CHAUSSETTES,BOUCHER Pascal,M,0.09,true
2011,POPULAIRE,ROINSARD Regis,M,14.71,true
2011,ON NE CHOISIT PAS SA FAMILLE,CLAVIER Christian,M,13.94,true
2011,AMAZONIA,RAGOBERT Thierry,M,9.47,true
2011,PLAN DE TABLE,RAYNAL Christelle,F,7.53,true
2011,NOS PLUS BELLES VACANCES,LELLOUCHE Philippe,M,6.98,true
2011,DELICATESSE (LA),FOENKINOS David / FOENKINOS Stephane,M,6.87,true
2011,AMOUR DURE TROIS ANS (L'),BEIGBEDER Frederic,M,6.71,true
2011,DE FORCE,HENRY Frank,M,6.68,true
2011,DAVID ET MADAME HANSEN,ASTIER Alexandre,M,6.67,true
2011,TRIBULATIONS D'UNE CAISSIERE (LES),RAMBALDI Pierre,M,6.40,true
2011,10 JOURS EN OR,BROSSETTE Nicolas,M,6.32,true
2011,VIE D'UNE AUTRE (LA),TESTUD Sylvie,F,6.20,true
2011,RADIOSTARS,LEVY Romain,M,5.45,true
2011,PARIS-MANHATTAN,LELLOUCHE Sophie,F,5.33,true
2011,AMITIÉS SINCÈRES,ARCHINARD Stephane / PREVOT-LEYGONIE François,M,5.25,true
2011,MAUVAISE FILLE,MILLE Patrick,M,5.20,true
2011,TERRE DES OURS,VINCENT Guillaume,M,4.99,true
2011,GIGOLA,CHARPENTIER Laure,F,4.93,true
2011,COMME DES FRERES,GELIN Hugo,M,4.91,true
2011,CERISE SUR LE GÂTEAU (LA),MORANTE Laura,F,4.63,true
2011,KAIRA (LES),GASTAMBIDE Franck,M,4.00,true
2011,AUGUSTINE,WINOCOUR Alice,F,3.98,true
2011,JE ME SUIS FAIT TOUT PETIT,ROUAUD Cecilia,F,3.83,true
2011,"SEA, NO SEX AND SUN",TURPIN Christophe,M,3.78,true
2011,CITÉ ROSE (LA),ABRAHAM Julien,M,3.65,true
2011,FRIENDS FROM FRANCE,WEIL Anne / KOTLARSKI Philippe,F/M,3.46,true
2011,POURQUOI TU PLEURES ?,LEWKOWICZ Katia,F,3.27,true
2011,ZANA,QUINN Nick,M,3.13,true
2011,ARRÊTE DE PLEURER PÉNÉLOPE,ARNAUD Juliette / PUGET Corinne,F,3.01,true
2011,INCIDENT AT SANS ASYLUM,COURTES Alexandre,M,3.00,true
2011,UNE ESTONIENNE A PARIS,RAAG Ilmar,M,2.69,true
2011,THE HUNTERS,BRIANT Chris,M,2.31,true
2011,HÉRITAGE,ABBASS Hiam,F,2.25,true
2011,AU GALOP,DE LENCQUESAING Louis-Do,M,2.22,true
2011,AFTER,MAILLET Geraldine,F,2.22,true
2011,J'AIME REGARDER LES FILLES,LOUF Frederic,M,2.01,true
2011,JEUX DES NUAGES ET DE LA PLUIE (LES),DE LAJARTE Benjamin,M,1.91,true
2011,DES MORCEAUX DE MOI,LEMESLE Nolwenn,F,1.90,true
2011,ALYAH,WAJEMAN Elie,M,1.80,true
2011,SHANGHAÏ-BELLEVILLE,LEE Show-Chun,F,1.76,true
2011,PARADIS DES BETES (LE),LARRIVAZ Estelle,F,1.60,true
2011,NESMA,BEHI Homeida,M,1.58,true
2011,OUF,CORIDIAN Yann,M,1.34,true
2011,MARIAGE A MENDOZA,DELUC Edouard,M,1.30,true
2011,MARIAGE BOULETTE,DANTEC Frederic,M,1.24,true
2011,LENDEMAINS (LES),PAGNOT Benedicte,F,1.19,true
2011,CHRONIQUES D'UNE COUR DE RÉCRÉ,FRITAH Brahim,M,1.18,true
2011,CRAWL,LASGOUTTES Herve,M,1.17,true
2011,FILLE DU 14 JUILLET (LA),PERETJATKO Antonin,M,1.00,true
2011,PSEUDONYM,SEBBAN Thierry,M,0.97,true
2011,AIR DE RIEN (L'),MAGNE Gregory / VIARD Stephane,M,0.96,true
2011,MOUTON,PISTONE Marianne / DEROO Gilles,F/M,0.75,true
2011,CETTE ANNÉE-LÀ,MALLE Justine,F,0.71,true
2011,ICH NOU (NOS ENFANTS),GROS-DUBOIS Christophe,M,0.69,true
2011,RIZIÈRE (LA),ZHU Xiaoling,F,0.67,true
2011,NUIT NOMADE (LA),CHAUD Marianne,F,0.65,true
2011,MAFROUZA,DEMORIS Emmanuelle,F,0.63,true
2011,ICI ON NOIE LES ALGERIENS 17 OCTOBRE 1961,BOUKEHIL Yasmina,F,0.62,true
2011,DÉTROIT MES FANTÔMES,FAIGENBAUM Steve,M,0.51,true
2011,POUR QUELQUES POUSSIÈRES,ROY Emmanuel,M,0.43,true
2011,ETRE LÀ,SAUDER Régis,M,0.43,true
2011,CASSOS,CARRESE Philippe,M,0.42,true
2011,ARCHIPELITUDE,VIRET Patrick,M,0.39,true
2011,UN MÉDIANOCHE,PREUSS Shalimar,F,0.38,true
2011,PRESIDENT (LE),JEULAND Yves,M,0.33,true
2011,PAYS RÊVÉ,CHOUAIB Jihane,F,0.32,true
2011,HONK,GAILLARD Arnaud / VASSAULT Florent,M,0.25,true
2011,EYES FIND EYES,FERNANDEZ Jean-Manuel / WILLIAMS Sean Price,M,0.19,true
2011,VIE MURMUREE (LA),LE JALU Marie-Francine / SIONNET Gilles,F/M,0.16,true
2011,"ESPRIT DU VIN ""REVEIL DES TERROIRS"" (L')",MINVIELLE Olympe / MINVIELLE Yvon,F/M,0.13,true
2011,REUSSIR SA VIE,FORGEARD Benoit,M,0.12,true
2011,MAITRE DU MONDE,GIORDANO Enrico,M,0.09,true
2011,FILS DU MARCHAND D'OLIVES (LE),ZEITINDJIOGLOU Mathieu,M,0.06,true
2012,POURQUOI J'AI (PAS) MANGE MON PERE,DEBBOUZE Jamel,M,31.80,true
2012,ASTERIX ET LE DOMAINE DES DIEUX,CLICHY Louis,M,31.03,true
2012,EN SOLITAIRE,OFFENSTEIN Christophe,M,16.99,true
2012,REINES DU RING (LES),RUDNICKI Jean-Marc,M,10.91,true
2012,MINUSCULE,GIRAUD Hélène / SZABO Thomas,F/M,10.15,true
2012,GAMINS (LES),MARCIANO Anthony,M,9.50,true
2012,"GARÇONS ET GUILLAUME, A TABLE ! (LES)",GALLIENNE Guillaume,M,7.86,true
2012,SECRET DE LOULOU (LE),OMOND Eric,M,7.32,true
2012,CAGE DOREE (LA),ALVES Ruben,M,7.02,true
2012,ADULESCENT (L'),SEGUELA Tristan,M,6.96,true
2012,UNE HISTOIRE D'AMOUR,FILLIERES Hélène,F,6.02,true
2012,A COUP SÛR,DE VIGAN Delphine,F,5.48,true
2012,NE QUELQUE PART,HAMIDI Mohamed,M,5.46,true
2012,STRATEGIE DE LA POUSSETTE (LA),MICHEL Clément,M,5.16,true
2012,GRAND DEPART (LE),MERCIER Nicolas,M,4.00,true
2012,MOHAMED DUBOIS,ONA Ernesto,M,4.00,true
2012,PARIS A TOUT PRIX,KHERICI Reem,F,4.00,true
2012,UNE CHANSON POUR MA MERE,FRANKA Joël,M,3.98,true
2012,JOUR ATTENDRA (LE),MARIE Edgar,M,3.95,true
2012,POP REDEMPTION,LE GALL Martin,M,3.92,true
2012,AUTRE VIE DE RICHARD KEMP (L'),ALVAREZ Germinal,M,3.90,true
2012,PETITS PRINCES (LES),LEBASQUE Vianney,M,3.84,true
2012,CHEBA,CHARPIAT Françoise,F,3.78,true
2012,"MA MAMAN EST EN AMERIQUE, ELLE A RENCONTRE BUFFALO BILL",BOREAL Marc / CHATEL Thibaut,M,3.74,true
2012,NOS HEROS SONT MORTS CE SOIR,PERRAULT David,M,3.18,true
2012,DUNE (LA),AVIRAM Yossi,M,2.50,true
2012,UN P'TIT GARS DE MENILMONTANT,MINIER Alain,M,2.38,true
2012,VANDAL,CISTERNE Hélier,M,2.37,true
2012,JE M'APPELLE HMMM…,TROUBLE Agnès,F,2.17,true
2012,JE SUIS SUPPORTER DU STANDARD,LIEBMAN Henri,M,2.08,true
2012,LANDES,VIVES François-Xavier,M,2.01,true
2012,JULIETTE,GODEAU Pierre,M,1.97,true
2012,PHOTO,SABOGA Carlos,M,1.96,true
2012,BELLE VIE (LA),DENIZOT Jean,M,1.94,true
2012,BRACONNE (LA),RONDIERE Samuel,M,1.93,true
2012,BELLES ANNEES (LES),PROUST Frédéric,M,1.84,true
2012,PASSER L'HIVER,BARBET Aurélia,F,1.49,true
2012,GIRAFFADA,MASSALHA Rani,M,1.34,true
2012,RENCONTRES D'APRES MINUIT (LES),GONZALEZ Yann,M,1.32,true
2012,ARMEE DU SALUT (L'),TAIA Abdellah,M,1.15,true
2012,PIECE MANQUANTE (LA),BIRKENSTOCK Nicolas,M,1.09,true
2012,"PIFANO, LES FAUBOURGS DE L'OMBRE",DE PERETTI Thierry,M,1.07,true
2012,SENS DE L'HUMOUR (LE),CANTO Maryline,F,1.05,true
2012,DZMA,GRENADE Teona / GRENADE Thierry,F/M,0.99,true
2012,BANGKOK RENAISSANCE,MINEO Jean-Marc,M,0.90,true
2012,BATAILLE DE SOLFERINO (LA),TRIET Justine,F,0.84,true
2012,"BEAUTE, L'ART RESCAPE DES CAMPS NAZIS (LA)",COGNET Christophe,M,0.80,true
2012,JASMINE,UGHETTO Alain,M,0.71,true
2012,INITIATION,GIRERD Stéphanie,F,0.68,true
2012,JC COMME JESUS CHRIST,ZACCAI Jonathan,M,0.68,true
2012,OCEANE,SAUVEGRAIN Nathalie / APPIETTO Philippe,F/M,0.63,true
2012,BRADDOCK AMERICA,PORTRON Jean-Loïc / KESSLER Gabriella,F/M,0.48,true
2012,ROUTE DU RETOUR (LA),GILLARD Stéphanie,F,0.36,true
2012,"ENTRE LES BRAS, LA CUISINE EN HERITAGE",LACOSTE Paul,M,0.36,true
2012,FLEURS DU MAL,DUSA David,M,0.33,true
2012,MARUSSIA,PERVOLOVICI Eva,F,0.33,true
2012,CHERCHER LE GARCON,SEBBAGH Dorothée,F,0.32,true
2012,BLEU PETROLE,TREBAL Nadège,F,0.31,true
2012,VOYAGE EN GUEDIGUIAN,SASIA Bernard,M,0.31,true
2012,"MOSKOVITCH, MON AMOUR",SHAHBAZYAN Aram,M,0.30,true
2012,SENS DE L'AGE (LE),VIROT Ludovic,M,0.30,true
2012,NANA,MASSADIAN Valérie,F,0.24,true
2012,CHASSE AU SNARK (LA),DROUET François-Xavier,M,0.24,true
2012,"OUTREAU, L'AUTRE VERITE",GARDEBLED Serge,M,0.24,true
2012,HOTEL DU PARADIS,BERNE Claude,M,0.23,true
2012,SUPER TRASH,LOUGE ESPOSITO Martin,M,0.22,true
2012,DOUTES,KUMAR Yamini Lila,F,0.20,true
2012,EL PUESTO,LEVEQUE Aurélien,M,0.19,true
2012,RIVES,HOSTIOU Armel,M,0.18,true
2012,BOVINES OU LA VRAIE VIE DES VACHES,GRAS Emmanuel,M,0.18,true
2012,DISPARAISSEZ LES OUVRIERS !,THEPENIER Christine / PRIESTER Jean-François,F/M,0.15,true
2012,NOTRE MONDE,LACOSTE Thomas,M,0.15,true
2012,MEME PAS MAL,ROY Maxime / TREQUESSER Jérémy,M,0.12,true
2012,LOVE LOVE LOVE,MERCIER Bruno,M,0.10,true
2012,QU'ILS REPOSENT EN REVOLTE (DES FIGURES DE GUERRE I),GEORGE Sylvain,M,0.08,true
2012,HYPOTHESE DU MOKELE-MBEMBE (L'),VOIGNIER Marie,F,0.07,true
2012,"SABABOU, L'ESPOIR",BENCHIKH Samir,M,0.06,true
2013,Paradise lost,DI STEPHANO Andrea,M,15.11,true
2013,Un monde truqué,EKINCI Franck / DESMARES Christian,M,9.18,true
2013,Lou !,NEEL Julien,M,8.12,true
2013,Francis (Les),BEGOTTI Fabrice,M,7.55,true
2013,Grande Séduction (La),MEUNIER Stephane,M,7.17,true
2013,Jamais le premier soir,DRIGEARD Melissa,F,6.53,true
2013,"Elle l'aime, elle l'adore",HERRY Jeanne,F,6.49,true
2013,Coming in,SAGLIO Noemie / GOVARE Maxime,F/M,5.44,true
2013,"Guy Georges, la traque",TELLIER Frederic,M,5.29,true
2013,"Libre, seul et assoupi",GUEDJ Benjamin,M,5.02,true
